country,iso3,Year,coal_production_twh,oil_production_twh,gas_production_twh,total_production_twh
Thailand,THA,1990,41.606102,28.371239,67.498665,137.47600599999998
Thailand,THA,1991,48.545338,32.836124,83.651276,165.032738
Thailand,THA,1992,51.735832,38.406845,89.24366,179.386337
Thailand,THA,1993,53.94501,39.468914,100.44572,193.859644
Thailand,THA,1994,60.22411,39.733795,111.035835,210.99374
Thailand,THA,1995,64.300316,38.619038,117.561066,220.48041999999998
Thailand,THA,1996,74.10746,43.918797,135.9035,253.929757
Thailand,THA,1997,80.10027,49.89238,167.30255,297.2952
Thailand,THA,1998,69.81312,51.891117,181.63666,303.34089700000004
Thailand,THA,1999,66.26717,56.512978,198.96596,321.746108
Thailand,THA,2000,60.290333,82.92943,208.95029,352.170053
Thailand,THA,2001,65.604416,90.50176,203.24478,359.350956
Thailand,THA,2002,66.16691,99.43188,212.44427,378.04305999999997
Thailand,THA,2003,61.098713,116.088844,222.17865,399.36620700000003
Thailand,THA,2004,65.2471,113.605606,231.47572,410.32842600000004
Thailand,THA,2005,69.57917,138.73035,245.1774,453.48692
Thailand,THA,2006,62.060894,151.06125,251.70262,464.82476399999996
Thailand,THA,2007,57.13045,159.3455,269.03192,485.50787
Thailand,THA,2008,55.74603,168.27225,297.9794,521.99768
Thailand,THA,2009,54.838264,174.30222,293.89734,523.037824
Thailand,THA,2010,57.568237,177.12204,337.15103,571.841307
Thailand,THA,2011,69.68879,183.92621,338.03888,591.6538800000001
Thailand,THA,2012,55.27612,200.86676,384.49857,640.64145
Thailand,THA,2013,54.446777,198.8096,389.34747,642.603847
Thailand,THA,2014,53.64447,196.39471,390.91995,640.95913
Thailand,THA,2015,44.87676,204.66713,374.77267,624.31656
Thailand,THA,2016,50.06937,210.82658,372.7371,633.63305
Thailand,THA,2017,47.74735,204.25745,359.46515,611.4699499999999
Thailand,THA,2018,43.679813,197.32396,347.28116,588.284933
Thailand,THA,2019,41.07177,196.86757,357.72687,595.6662100000001
Thailand,THA,2020,38.171604,176.03465,327.01578,541.222034
Thailand,THA,2021,40.96881,162.22333,315.2594,518.45154
Thailand,THA,2022,39.29714,133.536,253.43556,426.2687
Thailand,THA,2023,36.904957,130.3143,256.71954,423.938797
Thailand,THA,2024,36.73458,144.10544,285.32764,466.16765999999996
Thailand,THA,2025,35.894695,155.5866,293.73138,485.212675
Trinidad and Tobago,TTO,1965,,77.58907,,77.58907
Trinidad and Tobago,TTO,1966,,87.95666,,87.95666
Trinidad and Tobago,TTO,1967,,102.93206,,102.93206
Trinidad and Tobago,TTO,1968,,110.312996,,110.312996
Trinidad and Tobago,TTO,1969,,90.42838,,90.42838
Trinidad and Tobago,TTO,1970,,80.63677,17.767576,98.404346
Trinidad and Tobago,TTO,1971,,74.301025,18.635,92.936025
Trinidad and Tobago,TTO,1972,,81.43525,19.26075,100.696
Trinidad and Tobago,TTO,1973,,95.61217,18.498,114.11017000000001
Trinidad and Tobago,TTO,1974,,107.70769,16.89975,124.60744
Trinidad and Tobago,TTO,1975,,124.41102,15.35975,139.77077
Trinidad and Tobago,TTO,1976,,122.44165,17.28825,139.7299
Trinidad and Tobago,TTO,1977,,131.89873,20.3215,152.22023000000002
Trinidad and Tobago,TTO,1978,,132.4747,24.26025,156.73495000000003
Trinidad and Tobago,TTO,1979,,123.25906,25.0765,148.33556000000002
Trinidad and Tobago,TTO,1980,,122.44165,28.3325,150.77415
Trinidad and Tobago,TTO,1981,,108.859634,31.2095,140.069134
Trinidad and Tobago,TTO,1982,,101.947914,37.931248,139.879162
Trinidad and Tobago,TTO,1983,,92.15631,39.297253,131.453563
Trinidad and Tobago,TTO,1984,,98.18435,41.176003,139.360353
Trinidad and Tobago,TTO,1985,,100.43309,42.152,142.58509
Trinidad and Tobago,TTO,1986,,96.50558,43.1345,139.64008
Trinidad and Tobago,TTO,1987,,88.54622,45.6935,134.23972
Trinidad and Tobago,TTO,1988,,86.58319,52.59425,139.17744
Trinidad and Tobago,TTO,1989,,85.4033,52.694748,138.098048
Trinidad and Tobago,TTO,1990,,85.770645,54.63375,140.404395
Trinidad and Tobago,TTO,1991,,84.251305,55.351654,139.602959
Trinidad and Tobago,TTO,1992,,80.81669,53.48801,134.3047
Trinidad and Tobago,TTO,1993,,75.04474,60.033134,135.077874
Trinidad and Tobago,TTO,1994,,78.65932,68.75722,147.41654
Trinidad and Tobago,TTO,1995,,78.337265,73.813225,152.15049
Trinidad and Tobago,TTO,1996,,77.6378,83.34405,160.98185
Trinidad and Tobago,TTO,1997,,74.86783,90.44337,165.31119999999999
Trinidad and Tobago,TTO,1998,,74.39617,90.44337,164.83954
Trinidad and Tobago,TTO,1999,,77.276024,114.07534,191.351364
Trinidad and Tobago,TTO,2000,,76.43616,138.3067,214.74286
Trinidad and Tobago,TTO,2001,,73.56447,147.14865,220.71312
Trinidad and Tobago,TTO,2002,,84.65373,172.62419,257.27792
Trinidad and Tobago,TTO,2003,,89.189865,251.85416,341.04402500000003
Trinidad and Tobago,TTO,2004,,82.83301,285.78665,368.61966
Trinidad and Tobago,TTO,2005,,94.30742,300.10345,394.41087
Trinidad and Tobago,TTO,2006,,95.15004,355.6027,450.75274
Trinidad and Tobago,TTO,2007,,83.64878,377.03345,460.68223
Trinidad and Tobago,TTO,2008,,80.0862,373.99518,454.08138
Trinidad and Tobago,TTO,2009,,79.109535,385.58212,464.69165499999997
Trinidad and Tobago,TTO,2010,,72.47567,402.9303,475.40596999999997
Trinidad and Tobago,TTO,2011,,68.34508,386.85217,455.19725
Trinidad and Tobago,TTO,2012,,60.269722,385.32407,445.593792
Trinidad and Tobago,TTO,2013,,59.410603,387.4726,446.883203
Trinidad and Tobago,TTO,2014,,58.77991,380.67206,439.45196999999996
Trinidad and Tobago,TTO,2015,,56.10478,359.55856,415.66334
Trinidad and Tobago,TTO,2016,,50.37355,312.817,363.19055000000003
Trinidad and Tobago,TTO,2017,,50.93855,318.72928,369.66783000000004
Trinidad and Tobago,TTO,2018,,45.36544,339.61115,384.97659
Trinidad and Tobago,TTO,2019,,42.569534,345.6089,388.178434
Trinidad and Tobago,TTO,2020,,39.91337,294.65265,334.56602
Trinidad and Tobago,TTO,2021,,40.58855,247.22997,287.81852000000003
Trinidad and Tobago,TTO,2022,,39.335358,259.79886,299.134218
Trinidad and Tobago,TTO,2023,,39.670555,249.93607,289.606625
Trinidad and Tobago,TTO,2024,,35.24253,244.12564,279.36817
Trinidad and Tobago,TTO,2025,,37.32225,238.0383,275.36055
Tunisia,TUN,1966,,8.96673,,8.96673
Tunisia,TUN,1967,,26.06283,,26.06283
Tunisia,TUN,1968,,37.11133,,37.11133
Tunisia,TUN,1969,,43.11241,,43.11241
Tunisia,TUN,1970,,48.27613,,48.27613
Tunisia,TUN,1971,,47.787674,,47.787674
Tunisia,TUN,1972,,46.25251,,46.25251
Tunisia,TUN,1973,,45.10114,,45.10114
Tunisia,TUN,1974,,48.13657,,48.13657
Tunisia,TUN,1975,,53.602673,,53.602673
Tunisia,TUN,1976,,43.1473,,43.1473
Tunisia,TUN,1977,,50.05552,,50.05552
Tunisia,TUN,1978,,57.49872,,57.49872
Tunisia,TUN,1979,,64.383675,,64.383675
Tunisia,TUN,1980,,65.44201,,65.44201
Tunisia,TUN,1981,,62.88341,,62.88341
Tunisia,TUN,1982,,59.84798,,59.84798
Tunisia,TUN,1983,,64.33716,,64.33716
Tunisia,TUN,1984,,63.7324,,63.7324
Tunisia,TUN,1985,,62.89504,,62.89504
Tunisia,TUN,1986,,61.0575,,61.0575
Tunisia,TUN,1987,,58.23141,,58.23141
Tunisia,TUN,1988,,57.405678,,57.405678
Tunisia,TUN,1989,,57.6848,,57.6848
Tunisia,TUN,1990,,55.13085,,55.13085
Tunisia,TUN,1991,,63.31721,,63.31721
Tunisia,TUN,1992,,63.431183,,63.431183
Tunisia,TUN,1993,,57.40801,,57.40801
Tunisia,TUN,1994,,53.022335,,53.022335
Tunisia,TUN,1995,,51.68023,,51.68023
Tunisia,TUN,1996,,51.254574,,51.254574
Tunisia,TUN,1997,,48.34591,,48.34591
Tunisia,TUN,1998,,47.45505,,47.45505
Tunisia,TUN,1999,,48.829716,,48.829716
Tunisia,TUN,2000,,42.589058,,42.589058
Tunisia,TUN,2001,,38.94887,,38.94887
Tunisia,TUN,2002,,40.54218,,40.54218
Tunisia,TUN,2003,,36.8671,,36.8671
Tunisia,TUN,2004,,38.87909,,38.87909
Tunisia,TUN,2005,,39.565258,,39.565258
Tunisia,TUN,2006,,37.93706,,37.93706
Tunisia,TUN,2007,,52.86998,,52.86998
Tunisia,TUN,2008,,48.311016,,48.311016
Tunisia,TUN,2009,,45.51982,,45.51982
Tunisia,TUN,2010,,44.58942,,44.58942
Tunisia,TUN,2011,,39.69319,,39.69319
Tunisia,TUN,2012,,39.646667,,39.646667
Tunisia,TUN,2013,,36.37864,,36.37864
Tunisia,TUN,2014,,33.76189,,33.76189
Tunisia,TUN,2015,,30.552011,,30.552011
Tunisia,TUN,2016,,28.2609,,28.2609
Tunisia,TUN,2017,,23.88802,,23.88802
Tunisia,TUN,2018,,23.10881,,23.10881
Tunisia,TUN,2019,,21.21312,,21.21312
Tunisia,TUN,2020,,19.60818,,19.60818
Tunisia,TUN,2021,,24.1904,,24.1904
Tunisia,TUN,2022,,20.43391,,20.43391
Tunisia,TUN,2023,,19.829151,,19.829151
Tunisia,TUN,2024,,17.2124,,17.2124
Tunisia,TUN,2025,,15.351601,,15.351601
Turkey,TUR,1981,80.63079,,,80.63079
Turkey,TUR,1982,86.84215,,,86.84215
Turkey,TUR,1983,91.405876,,,91.405876
Turkey,TUR,1984,102.46659,,,102.46659
Turkey,TUR,1985,123.69214,,,123.69214
Turkey,TUR,1986,132.12297,,,132.12297
Turkey,TUR,1987,141.99194,,,141.99194
Turkey,TUR,1988,128.8973,,,128.8973
Turkey,TUR,1989,148.5115,,,148.5115
Turkey,TUR,1990,136.33606,,,136.33606
Turkey,TUR,1991,127.97628,,,127.97628
Turkey,TUR,1992,140.9242,,,140.9242
Turkey,TUR,1993,134.32036,,,134.32036
Turkey,TUR,1994,140.8028,,,140.8028
Turkey,TUR,1995,140.52422,,,140.52422
Turkey,TUR,1996,142.9979,,,142.9979
Turkey,TUR,1997,152.56772,,,152.56772
Turkey,TUR,1998,162.179,,,162.179
Turkey,TUR,1999,154.49995,,,154.49995
Turkey,TUR,2000,145.23756,,,145.23756
Turkey,TUR,2001,142.83325,,,142.83325
Turkey,TUR,2002,132.12025,,,132.12025
Turkey,TUR,2003,125.336006,,,125.336006
Turkey,TUR,2004,122.48965,,,122.48965
Turkey,TUR,2005,130.41881,,,130.41881
Turkey,TUR,2006,153.05083,,,153.05083
Turkey,TUR,2007,172.0891,,,172.0891
Turkey,TUR,2008,193.91866,,,193.91866
Turkey,TUR,2009,202.38525,,,202.38525
Turkey,TUR,2010,203.80408,,,203.80408
Turkey,TUR,2011,207.81645,,,207.81645
Turkey,TUR,2012,197.90771,,,197.90771
Turkey,TUR,2013,179.69855,,,179.69855
Turkey,TUR,2014,190.25516,,,190.25516
Turkey,TUR,2015,148.79759,,,148.79759
Turkey,TUR,2016,179.79745,,,179.79745
Turkey,TUR,2017,175.45506,,,175.45506
Turkey,TUR,2018,192.44522,,,192.44522
Turkey,TUR,2019,201.77293,,,201.77293
Turkey,TUR,2020,182.83022,,,182.83022
Turkey,TUR,2021,208.57721,,,208.57721
Turkey,TUR,2022,229.29988,,,229.29988
Turkey,TUR,2023,178.79967,,,178.79967
Turkey,TUR,2024,193.47778,,,193.47778
Turkey,TUR,2025,179.53575,,,179.53575
Turkmenistan,TKM,1985,,78.8514,787.31934,866.17074
Turkmenistan,TKM,1986,,76.2928,801.61017,877.9029700000001
Turkmenistan,TKM,1987,,75.24609,833.78815,909.03424
Turkmenistan,TKM,1988,,66.5236,835.6809,902.2044999999999
Turkmenistan,TKM,1989,,66.8725,850.82355,917.69605
Turkmenistan,TKM,1990,,66.291,792.4263,858.7173
Turkmenistan,TKM,1991,,62.802002,761.4338,824.235802
Turkmenistan,TKM,1992,,60.475998,503.0025,563.478498
Turkmenistan,TKM,1993,,50.962658,588.85754,639.820198
Turkmenistan,TKM,1994,,48.75296,323.30374,372.0567
Turkmenistan,TKM,1995,,47.334103,291.6375,338.97160299999996
Turkmenistan,TKM,1996,,50.64865,317.625,368.27365
Turkmenistan,TKM,1997,,62.42984,156.21376,218.6436
Turkmenistan,TKM,1998,,74.07147,120.119995,194.191465
Turkmenistan,TKM,1999,,82.14269,205.87875,288.02144
Turkmenistan,TKM,2000,,84.666405,424.36627,509.032675
Turkmenistan,TKM,2001,,90.07435,463.25125,553.3256
Turkmenistan,TKM,2002,,95.4823,483.07877,578.56107
Turkmenistan,TKM,2003,,101.2973,534.1875,635.4848
Turkmenistan,TKM,2004,,107.2286,526.4875,633.7161
Turkmenistan,TKM,2005,,113.1599,568.8375,681.9974
Turkmenistan,TKM,2006,,116.1837,565.95,682.1337000000001
Turkmenistan,TKM,2007,,119.4401,616.0,735.4401
Turkmenistan,TKM,2008,,123.33614,616.0,739.33614
Turkmenistan,TKM,2009,,126.4181,333.21753,459.63563
Turkmenistan,TKM,2010,,129.4419,401.27826,530.72016
Turkmenistan,TKM,2011,,133.8613,563.11456,696.97586
Turkmenistan,TKM,2012,,139.4437,589.6141,729.0578
Turkmenistan,TKM,2013,,145.02611,589.6141,734.64021
Turkmenistan,TKM,2014,,149.44551,635.0418,784.48731
Turkmenistan,TKM,2015,,153.8649,658.702,812.5669
Turkmenistan,TKM,2016,,153.2834,632.2026,785.486
Turkmenistan,TKM,2017,,151.82965,586.77484,738.60449
Turkmenistan,TKM,2018,,145.47968,615.1672,760.64688
Turkmenistan,TKM,2019,,142.0372,631.63184,773.66904
Turkmenistan,TKM,2020,,120.96258,660.1465,781.10908
Turkmenistan,TKM,2021,,113.91679,792.83594,906.75273
Turkmenistan,TKM,2022,,111.326546,782.6819,894.008446
Turkmenistan,TKM,2023,,105.59692,762.98425,868.5811699999999
Turkmenistan,TKM,2024,,104.78281,734.63354,839.4163500000001
Turkmenistan,TKM,2025,,105.949295,724.26086,830.210155
Ukraine,UKR,1985,1083.9856,,405.82104,1489.80664
Ukraine,UKR,1986,1110.2439,,375.72516,1485.96906
Ukraine,UKR,1987,1097.9105,,336.9223,1434.8328
Ukraine,UKR,1988,1091.6465,,306.63715,1398.28365
Ukraine,UKR,1989,1026.1592,,291.4946,1317.6538
Ukraine,UKR,1990,1009.5795,,265.9415,1275.5210000000002
Ukraine,UKR,1991,858.5726,,230.92429,1089.49689
Ukraine,UKR,1992,815.0386,,198.7463,1013.7849
Ukraine,UKR,1993,694.31366,,181.71092,876.02458
Ukraine,UKR,1994,571.3583,,172.24681,743.60511
Ukraine,UKR,1995,497.49072,,160.68166,658.17238
Ukraine,UKR,1996,376.3641,,162.44199,538.80609
Ukraine,UKR,1997,390.50162,,164.85533,555.35695
Ukraine,UKR,1998,399.71887,,158.63742,558.35629
Ukraine,UKR,1999,422.01147,,159.90086,581.91233
Ukraine,UKR,2000,422.69614,,157.88028,580.57642
Ukraine,UKR,2001,419.52203,,161.56181,581.08384
Ukraine,UKR,2002,417.74255,,176.78958,594.53213
Ukraine,UKR,2003,405.3614,,182.96964,588.33104
Ukraine,UKR,2004,402.79318,,193.66408,596.45726
Ukraine,UKR,2005,403.2934,,196.73991,600.03331
Ukraine,UKR,2006,410.54028,,199.63594,610.1762200000001
Ukraine,UKR,2007,404.69516,,199.73058,604.42574
Ukraine,UKR,2008,404.14328,,202.94838,607.09166
Ukraine,UKR,2009,375.0599,,203.37427,578.43417
Ukraine,UKR,2010,373.84564,,194.27925,568.12489
Ukraine,UKR,2011,422.40073,,195.44333,617.84406
Ukraine,UKR,2012,454.64465,,193.92908,648.5737300000001
Ukraine,UKR,2013,444.47632,,201.58554,646.06186
Ukraine,UKR,2014,303.13525,,202.19125,505.3265
Ukraine,UKR,2015,199.39026,,188.3358,387.72606
Ukraine,UKR,2016,211.78044,,190.22862,402.00906
Ukraine,UKR,2017,158.4245,,194.01427,352.43877
Ukraine,UKR,2018,168.18156,,196.8535,365.03506
Ukraine,UKR,2019,166.36061,,194.01427,360.37488
Ukraine,UKR,2020,148.3139,,191.17503,339.48893
Ukraine,UKR,2021,144.19885,,187.38939,331.58824
Ukraine,UKR,2022,123.248604,,175.4646,298.713204
Ukraine,UKR,2023,119.55115,,176.97885,296.53
Ukraine,UKR,2024,105.56367,,180.9538,286.51747
Ukraine,UKR,2025,72.83893,,160.60596,233.44489000000002
United Arab Emirates,ARE,1965,,158.93922,,158.93922
United Arab Emirates,ARE,1966,,202.75732,,202.75732
United Arab Emirates,ARE,1967,,215.20438,,215.20438
United Arab Emirates,ARE,1968,,280.45877,,280.45877
United Arab Emirates,ARE,1969,,353.58624,,353.58624
United Arab Emirates,ARE,1970,,439.08228,8.12175,447.20403000000005
United Arab Emirates,ARE,1971,,596.7261,14.34225,611.06835
United Arab Emirates,ARE,1972,,679.2343,14.55675,693.7910499999999
United Arab Emirates,ARE,1973,,863.18304,16.921125,880.104165
United Arab Emirates,ARE,1974,,945.41235,16.9455,962.35785
United Arab Emirates,ARE,1975,,937.07684,16.185,953.2618399999999
United Arab Emirates,ARE,1976,,1093.5983,18.915,1112.5133
United Arab Emirates,ARE,1977,,1125.703,38.024998,1163.727998
United Arab Emirates,ARE,1978,,1030.9652,55.6725,1086.6377
United Arab Emirates,ARE,1979,,1031.0718,59.5725,1090.6443
United Arab Emirates,ARE,1980,,974.6628,73.32,1047.9828
United Arab Emirates,ARE,1981,,861.628,86.385,948.013
United Arab Emirates,ARE,1982,,749.46564,92.625,842.09064
United Arab Emirates,ARE,1983,,705.9224,81.509995,787.432395
United Arab Emirates,ARE,1984,,676.1817,107.25,783.4317
United Arab Emirates,ARE,1985,,650.8159,128.9925,779.8084000000001
United Arab Emirates,ARE,1986,,751.5359,148.395,899.9309
United Arab Emirates,ARE,1987,,793.14496,164.6775,957.82246
United Arab Emirates,ARE,1988,,837.8947,169.26001,1007.1547099999999
United Arab Emirates,ARE,1989,,989.44775,198.705,1188.15275
United Arab Emirates,ARE,1990,,1083.3516,196.0725,1279.4241
United Arab Emirates,ARE,1991,,1242.6837,232.1475,1474.8312
United Arab Emirates,ARE,1992,,1368.6174,216.1575,1584.7749000000001
United Arab Emirates,ARE,1993,,1330.0209,224.15251,1554.1734099999999
United Arab Emirates,ARE,1994,,1341.0413,251.745,1592.7863000000002
United Arab Emirates,ARE,1995,,1330.6033,305.37,1635.9733
United Arab Emirates,ARE,1996,,1359.7686,329.55002,1689.31862
United Arab Emirates,ARE,1997,,1364.287,354.02252,1718.30952
United Arab Emirates,ARE,1998,,1413.2999,361.4325,1774.7323999999999
United Arab Emirates,ARE,1999,,1302.8959,375.2775,1678.1734
United Arab Emirates,ARE,2000,,1413.3167,374.20502,1787.5217200000002
United Arab Emirates,ARE,2001,,1377.1503,383.76,1760.9103
United Arab Emirates,ARE,2002,,1267.8835,423.05252,1690.9360199999999
United Arab Emirates,ARE,2003,,1467.5858,436.7025,1904.2883000000002
United Arab Emirates,ARE,2004,,1526.739,451.32748,1978.06648
United Arab Emirates,ARE,2005,,1588.1108,465.95248,2054.06328
United Arab Emirates,ARE,2006,,1693.9802,475.70248,2169.68268
United Arab Emirates,ARE,2007,,1670.5735,490.3275,2160.901
United Arab Emirates,ARE,2008,,1689.2214,489.84,2179.0614
United Arab Emirates,ARE,2009,,1498.1176,476.18997,1974.30757
United Arab Emirates,ARE,2010,,1561.2549,499.99948,2061.25438
United Arab Emirates,ARE,2011,,1737.4958,510.003,2247.4988
United Arab Emirates,ARE,2012,,1801.5312,529.425,2330.9561999999996
United Arab Emirates,ARE,2013,,1879.6893,532.35004,2412.0393400000003
United Arab Emirates,ARE,2014,,1895.0093,528.88477,2423.89407
United Arab Emirates,ARE,2015,,2036.3232,585.98737,2622.31057
United Arab Emirates,ARE,2016,,2112.0898,595.2082,2707.2980000000002
United Arab Emirates,ARE,2017,,2034.374,527.33514,2561.70914
United Arab Emirates,ARE,2018,,2046.3977,464.33398,2510.73168
United Arab Emirates,ARE,2019,,2092.2188,537.1913,2629.4101
United Arab Emirates,ARE,2020,,1941.3671,536.8787,2478.2457999999997
United Arab Emirates,ARE,2021,,1930.4508,531.226,2461.6768
United Arab Emirates,ARE,2022,,2157.3184,541.8506,2699.169
United Arab Emirates,ARE,2023,,2096.1228,552.68756,2648.81036
United Arab Emirates,ARE,2024,,2090.4954,563.74133,2654.2367299999996
United Arab Emirates,ARE,2025,,2198.67,586.29095,2784.96095
United Kingdom,GBR,1965,,0.97692,,0.97692
United Kingdom,GBR,1966,,0.90714,,0.90714
United Kingdom,GBR,1967,,1.0350701,,1.0350701
United Kingdom,GBR,1968,,0.97692,,0.97692
United Kingdom,GBR,1969,,0.98855,,0.98855
United Kingdom,GBR,1970,,1.81428,109.496445,111.31072499999999
United Kingdom,GBR,1971,,2.46556,181.96298,184.42854
United Kingdom,GBR,1972,,3.87279,262.55887,266.43166
United Kingdom,GBR,1973,,4.32636,285.07455,289.40091
United Kingdom,GBR,1974,,4.7683,343.80606,348.57436
United Kingdom,GBR,1975,,18.23584,358.0063,376.24214
United Kingdom,GBR,1976,,141.52547,379.12637,520.65184
United Kingdom,GBR,1977,,445.02194,396.12943,841.15137
United Kingdom,GBR,1978,,628.0898,379.33572,1007.42552
United Kingdom,GBR,1979,,905.44196,383.0457,1288.48766
United Kingdom,GBR,1980,,935.83124,364.14694,1299.97818
United Kingdom,GBR,1981,907.23303,1040.6525,363.33282,2311.21835
United Kingdom,GBR,1982,884.6825,1200.437,369.28738,2454.4068799999995
United Kingdom,GBR,1983,845.45447,1336.9847,380.7778,2563.21697
United Kingdom,GBR,1984,357.26196,1466.136,372.2414,2195.63936
United Kingdom,GBR,1985,657.9324,1484.116,415.31894,2557.3673400000002
United Kingdom,GBR,1986,762.83496,1477.8009,436.64838,2677.28424
United Kingdom,GBR,1987,734.88806,1434.5721,457.1404,2626.60056
United Kingdom,GBR,1988,736.2139,1331.1582,440.2304,2507.6025
United Kingdom,GBR,1989,708.0577,1066.5873,431.1125,2205.7575
United Kingdom,GBR,1990,656.4321,1065.3545,476.03915,2197.82575
United Kingdom,GBR,1991,669.3647,1061.3539,530.02563,2260.7442300000002
United Kingdom,GBR,1992,599.1078,1096.1392,538.9924,2234.2394
United Kingdom,GBR,1993,483.66846,1165.1981,633.69543,2282.56199
United Kingdom,GBR,1994,345.45752,1471.6835,676.54034,2493.68136
United Kingdom,GBR,1995,380.89413,1510.6672,740.4534,2632.01473
United Kingdom,GBR,1996,362.10464,1508.8878,880.6077,2751.60014
United Kingdom,GBR,1997,352.4288,1487.2793,898.50867,2738.21677
United Kingdom,GBR,1998,299.55557,1542.5217,943.974,2786.05127
United Kingdom,GBR,1999,270.04004,1594.4613,1037.367,2901.86834
United Kingdom,GBR,2000,227.38368,1468.2295,1134.5905,2830.2036799999996
United Kingdom,GBR,2001,232.23674,1356.9696,1108.1367,2697.3430399999997
United Kingdom,GBR,2002,218.73216,1348.4318,1084.8645,2652.02846
United Kingdom,GBR,2003,205.10464,1233.6282,1078.061,2516.7938400000003
United Kingdom,GBR,2004,172.28691,1109.1997,1009.1314,2290.61801
United Kingdom,GBR,2005,140.4688,985.30664,923.39026,2049.1657
United Kingdom,GBR,2006,126.1509,890.6003,837.4842,1854.2354
United Kingdom,GBR,2007,118.18125,890.5683,754.9284,1763.67795
United Kingdom,GBR,2008,124.905525,834.9041,727.7056,1687.515225
United Kingdom,GBR,2009,121.960815,793.149,612.0575,1527.1673150000001
United Kingdom,GBR,2010,126.23109,732.2435,579.00934,1437.4839299999999
United Kingdom,GBR,2011,127.4114,604.4393,460.82526,1192.67596
United Kingdom,GBR,2012,116.924576,518.2424,391.92386,1027.0908359999999
United Kingdom,GBR,2013,88.09292,472.7175,369.8038,930.61422
United Kingdom,GBR,2014,80.533455,464.36172,374.31516,919.210335
United Kingdom,GBR,2015,59.48622,526.6963,406.61182,992.7943399999999
United Kingdom,GBR,2016,31.711803,551.78046,417.38196,1000.874223
United Kingdom,GBR,2017,22.859072,542.3107,418.84647,984.0162419999999
United Kingdom,GBR,2018,21.001686,591.6227,405.52698,1018.1513659999999
United Kingdom,GBR,2019,19.717852,602.63995,392.90912,1015.266922
United Kingdom,GBR,2020,12.792069,569.69855,395.7142,978.2048189999999
United Kingdom,GBR,2021,8.133556,475.24493,327.86414,811.242626
United Kingdom,GBR,2022,4.9936895,439.0581,381.18198,825.2337695000001
United Kingdom,GBR,2023,3.9540837,388.9751,344.8968,737.8259837
United Kingdom,GBR,2024,0.85514444,353.4079,307.18628,661.44932444
United Kingdom,GBR,2025,0.96,362.62238,299.32214,662.90452
United States,USA,1965,,4974.0864,,4974.0864
United States,USA,1966,,5286.2866,,5286.2866
United States,USA,1967,,5631.4976,,5631.4976
United States,USA,1968,,5848.4985,,5848.4985
United States,USA,1969,,5947.0205,,5947.0205
United States,USA,1970,,6204.4873,5714.623,11919.1103
United States,USA,1971,,6116.076,5876.606,11992.682
United States,USA,1972,,6139.336,5857.5503,11996.8863
United States,USA,1973,,5985.4062,5852.223,11837.6292
United States,USA,1974,,5715.055,5594.4717,11309.5267
United States,USA,1975,,5463.43,5180.4146,10643.8446
United States,USA,1976,,5326.305,5138.206,10464.511
United States,USA,1977,,5382.4077,5160.627,10543.0347
United States,USA,1978,,5631.312,5139.4985,10770.8105
United States,USA,1979,,5547.409,5295.417,10842.826000000001
United States,USA,1980,,5584.649,5250.9077,10835.556700000001
United States,USA,1981,5116.4155,5568.406,5195.9272,15880.7487
United States,USA,1982,5189.361,5590.811,4831.8984,15612.070399999999
United States,USA,1983,4801.775,5616.8555,4376.7383,14795.3688
United States,USA,1984,5490.1753,5770.069,4749.8438,16010.0881
United States,USA,1985,5380.465,5799.941,4478.812,15659.217999999999
United States,USA,1986,5431.7773,5609.4917,4362.867,15404.136
United States,USA,1987,5607.636,5434.2373,4519.8115,15561.684799999999
United States,USA,1988,5773.7217,5338.8906,4641.8755,15754.4878
United States,USA,1989,5947.048,4989.655,4707.468,15644.170999999998
United States,USA,1990,6260.9277,4845.259,4833.7793,15939.966
United States,USA,1991,6023.9595,4918.2886,4808.0835,15750.331600000001
United States,USA,1992,6040.0264,4803.5605,4846.6895,15690.276399999999
United States,USA,1993,5661.8022,4617.1855,4901.7993,15180.787
United States,USA,1994,6181.4487,4506.6177,5103.3086,15791.375
United States,USA,1995,6161.256,4460.73,5033.2085,15655.194500000001
United States,USA,1996,6345.179,4443.334,5102.321,15890.833999999999
United States,USA,1997,6489.806,4418.8193,5115.399,16024.024300000001
United States,USA,1998,6694.6035,4281.3467,5173.2803,16149.2305
United States,USA,1999,6485.757,4101.04,5101.3804,15688.177399999999
United States,USA,2000,6329.958,4042.3733,5186.003,15558.334299999999
United States,USA,2001,6555.921,4006.6648,5318.95,15881.535800000001
United States,USA,2002,6329.0527,3976.3623,5112.2876,15417.7026
United States,USA,2003,6151.262,3867.6333,5178.558,15197.453300000001
United States,USA,2004,6362.4253,3783.905,5031.101,15177.4313
United States,USA,2005,6455.1626,3593.5337,4894.408,14943.104299999999
United States,USA,2006,6623.418,3541.373,5017.24,15182.030999999999
United States,USA,2007,6540.789,3546.8767,5218.889,15306.5547
United States,USA,2008,6640.64,3514.8438,5460.6743,15616.1581
United States,USA,2009,6020.4224,3751.6802,5575.825,15347.927599999999
United States,USA,2010,6135.828,3874.478,5751.574,15761.880000000001
United States,USA,2011,6186.829,4028.8867,6173.5854,16389.3011
United States,USA,2012,5756.8096,4597.0796,6491.2485,16845.1377
United States,USA,2013,5568.7134,5216.947,6556.9272,17342.5876
