Entity,Code,Year,Coal production,Oil production,Gas production
Europe,OWID_EUR,1970,,4594.176,2924.3228
Europe,OWID_EUR,1971,,4868.583,3293.77
Europe,OWID_EUR,1972,,5158.4565,3641.016
Europe,OWID_EUR,1973,,5493.962,3975.1533
Europe,OWID_EUR,1974,,5844.463,4397.654
Europe,OWID_EUR,1975,,6316.646,4746.386
Europe,OWID_EUR,1976,,6821.996,5174.7397
Europe,OWID_EUR,1977,,7426.7783,5474.294
Europe,OWID_EUR,1978,,7943.773,5772.542
Europe,OWID_EUR,1979,,8407.215,6173.29
Europe,OWID_EUR,1980,,8682.468,6407.9336
Europe,OWID_EUR,1981,9185.581,8818.684,6655.2744
Europe,OWID_EUR,1982,9452.504,9060.577,6865.2144
Europe,OWID_EUR,1983,9373.403,9362.833,7243.2534
Europe,OWID_EUR,1984,8879.375,9505.85,7765.6675
Europe,OWID_EUR,1985,8563.076,8834.258,6926.1465
Europe,OWID_EUR,1986,8753.919,9098.409,7209.2266
Europe,OWID_EUR,1987,8659.7295,9241.504,7604.917
Europe,OWID_EUR,1988,8660.382,9208.885,7879.0337
Europe,OWID_EUR,1989,8298.3545,8950.263,8139.22
Europe,OWID_EUR,1990,7741.939,8594.972,8427.861
Europe,OWID_EUR,1991,7048.305,8097.052,8426.993
Europe,OWID_EUR,1992,6678.213,7538.5605,8401.151
Europe,OWID_EUR,1993,6049.1323,7162.7734,8264.51
Europe,OWID_EUR,1994,5450.521,7218.22,8164.945
Europe,OWID_EUR,1995,5334.813,7279.5796,8074.603
Europe,OWID_EUR,1996,5080.8022,7373.7725,8522.61
Europe,OWID_EUR,1997,5019.489,7426.6045,8190.6543
Europe,OWID_EUR,1998,4605.9297,7357.523,7919.2085
Europe,OWID_EUR,1999,4575.3604,7423.003,8469.628
Europe,OWID_EUR,2000,4508.885,7711.516,8476.795
Europe,OWID_EUR,2001,4567.657,7884.361,8491.507
Europe,OWID_EUR,2002,4482.035,8233.651,8706.022
Europe,OWID_EUR,2003,4579.5234,8560.289,8972.001
Europe,OWID_EUR,2004,4531.669,8841.092,9205.696
Europe,OWID_EUR,2005,4440.2573,8700.143,9175.268
Europe,OWID_EUR,2006,4472.398,8592.835,9253.746
Europe,OWID_EUR,2007,4426.835,8578.723,9076.114
Europe,OWID_EUR,2008,4399.186,8410.583,9296.14
Europe,OWID_EUR,2009,4148.3066,8344.866,8358.236
Europe,OWID_EUR,2010,4232.071,8283.918,9068.794
Europe,OWID_EUR,2011,4399.5464,8162.6465,9014.331
Europe,OWID_EUR,2012,4539.48,8076.3345,8885.634
Europe,OWID_EUR,2013,4458.116,8038.8154,8936.242
Europe,OWID_EUR,2014,4244.431,8109.582,8560.176
Europe,OWID_EUR,2015,4206.487,8269.808,8440.008
Europe,OWID_EUR,2016,4182.5244,8446.6455,8479.917
Europe,OWID_EUR,2017,4239.2705,8415.067,8968.825
Europe,OWID_EUR,2018,4335.699,8504.108,9191.894
Europe,OWID_EUR,2019,4128.0728,8509.728,9127.491
Europe,OWID_EUR,2020,3671.9878,8049.9917,8559.687
Europe,OWID_EUR,2021,3958.6387,8134.122,9118.476
Europe,OWID_EUR,2022,3987.2112,8132.546,8384.374
Europe,OWID_EUR,2023,3729.8225,8065.982,7901.937
Europe,OWID_EUR,2024,3588.5566,7860.3906,8385.65
Europe,OWID_EUR,2025,3532.9465,7869.603,8131.899
Europe (EI),,1965,,453.6398,
Europe (EI),,1966,,460.85037,
Europe (EI),,1967,,475.8531,
Europe (EI),,1968,,482.86597,
Europe (EI),,1969,,488.9717,
Europe (EI),,1970,,488.33206,1049.3088
Europe (EI),,1971,,484.07294,1281.8326
Europe (EI),,1972,,501.80472,1543.827
Europe (EI),,1973,,504.6919,1736.8257
Europe (EI),,1974,,507.45587,1929.1467
Europe (EI),,1975,,608.6304,2006.3243
Europe (EI),,1976,,778.1524,2134.5452
Europe (EI),,1977,,1079.136,2196.8154
Europe (EI),,1978,,1296.8673,2246.9724
Europe (EI),,1979,,1596.687,2321.8416
Europe (EI),,1980,,1667.4841,2285.5457
Europe (EI),,1981,5238.3667,1738.1072,2247.7673
Europe (EI),,1982,5477.7856,1936.6089,2122.385
Europe (EI),,1983,5407.0225,2194.7637,2168.8894
Europe (EI),,1984,4968.0938,2380.0322,2201.5806
Europe (EI),,1985,6525.848,2527.2388,2677.3342
Europe (EI),,1986,6651.0654,2571.8628,2583.5554
Europe (EI),,1987,6548.6294,2618.4402,2599.4446
Europe (EI),,1988,6463.7847,2593.9854,2455.1357
Europe (EI),,1989,6209.8857,2527.874,2476.2217
Europe (EI),,1990,5720.1987,2595.16,2431.9617
Europe (EI),,1991,5191.6963,2724.6433,2513.8594
Europe (EI),,1992,4916.071,2900.4001,2478.8208
Europe (EI),,1993,4467.136,3035.5774,2578.521
Europe (EI),,1994,4063.8418,3524.7878,2580.1138
Europe (EI),,1995,4024.9175,3665.5686,2662.6597
Europe (EI),,1996,3818.6638,3851.3596,2999.3936
Europe (EI),,1997,3823.093,3851.3096,2955.2773
Europe (EI),,1998,3502.183,3818.0486,2506.3455
Europe (EI),,1999,3359.73,3878.5508,3025.4976
Europe (EI),,2000,3240.845,3912.569,3106.235
Europe (EI),,2001,3216.617,3794.3271,3143.937
Europe (EI),,2002,3188.6665,3771.2744,3230.6255
Europe (EI),,2003,3163.7678,3609.2375,3265.7803
Europe (EI),,2004,3059.337,3453.0178,3379.9255
Europe (EI),,2005,2993.7646,3177.992,3280.5251
Europe (EI),,2006,2985.8516,2937.6978,3205.9336
Europe (EI),,2007,2930.0188,2794.7637,3059.9827
Europe (EI),,2008,2860.6997,2662.4067,3181.6091
Europe (EI),,2009,2702.1392,2514.0164,2996.3386
Europe (EI),,2010,2680.5938,2325.6875,3084.9265
Europe (EI),,2011,2774.824,2121.284,2846.0542
Europe (EI),,2012,2780.2915,1950.3986,2867.0837
Europe (EI),,2013,2624.5457,1849.0554,2791.28
Europe (EI),,2014,2380.712,1859.3805,2648.6238
Europe (EI),,2015,2188.1501,1936.6633,2595.612
Europe (EI),,2016,2106.4512,1951.5336,2587.1633
Europe (EI),,2017,2021.2716,1919.1692,2613.2163
Europe (EI),,2018,1965.3575,1899.6069,2500.8347
Europe (EI),,2019,1766.2448,1841.2152,2337.223
Europe (EI),,2020,1518.3508,1951.545,2175.22
Europe (EI),,2021,1602.8009,1868.0687,2097.3074
Europe (EI),,2022,1623.4979,1753.2942,2200.692
Europe (EI),,2023,1354.3481,1766.9597,2038.115
Europe (EI),,2024,1248.8671,1736.1848,2087.0117
Europe (EI),,2025,1167.4691,1784.1544,2038.0403
European Union (27),OWID_EU27,1965,,401.09543,
European Union (27),OWID_EU27,1966,,399.86267,
European Union (27),OWID_EU27,1967,,403.54938,
European Union (27),OWID_EU27,1968,,403.3284,
European Union (27),OWID_EU27,1969,,399.26953,
European Union (27),OWID_EU27,1970,,394.55936,929.8414
European Union (27),OWID_EU27,1971,,383.52252,1088.0288
European Union (27),OWID_EU27,1972,,377.20428,1266.7449
European Union (27),OWID_EU27,1973,,377.83768,1435.201
European Union (27),OWID_EU27,1974,,383.36508,1567.413
European Union (27),OWID_EU27,1975,,382.51297,1630.5305
European Union (27),OWID_EU27,1976,,379.67834,1734.6769
European Union (27),OWID_EU27,1977,,371.60544,1752.006
European Union (27),OWID_EU27,1978,,361.8192,1703.95
European Union (27),OWID_EU27,1979,,348.44473,1711.5576
European Union (27),OWID_EU27,1980,,340.66818,1649.6066
European Union (27),OWID_EU27,1981,4110.3745,322.4996,1615.1256
European Union (27),OWID_EU27,1982,4352.656,351.5967,1492.911
European Union (27),OWID_EU27,1983,4299.36,404.15485,1531.7124
European Union (27),OWID_EU27,1984,4325.908,407.49384,1551.0483
European Union (27),OWID_EU27,1985,4449.041,420.37332,1568.3376
European Union (27),OWID_EU27,1986,4432.538,431.0583,1480.4048
European Union (27),OWID_EU27,1987,4359.9985,440.7775,1491.446
European Union (27),OWID_EU27,1988,4302.674,448.33716,1392.8856
European Union (27),OWID_EU27,1989,4119.9116,438.1596,1435.4435
European Union (27),OWID_EU27,1990,3725.3977,443.03937,1426.0217
European Union (27),OWID_EU27,1991,3362.7454,433.89078,1493.6143
European Union (27),OWID_EU27,1992,3197.9827,430.20334,1473.3148
European Union (27),OWID_EU27,1993,3005.7256,426.84793,1504.7974
European Union (27),OWID_EU27,1994,2883.963,447.71143,1454.4899
European Union (27),OWID_EU27,1995,2880.8528,437.9798,1474.7289
European Union (27),OWID_EU27,1996,2812.401,436.21866,1576.4994
European Union (27),OWID_EU27,1997,2779.8555,441.53378,1456.4752
European Union (27),OWID_EU27,1998,2481.939,436.37958,1391.138
European Union (27),OWID_EU27,1999,2385.5344,451.81094,1333.4482
European Union (27),OWID_EU27,2000,2297.782,482.20316,1298.462
European Union (27),OWID_EU27,2001,2265.3838,468.00687,1324.5518
European Union (27),OWID_EU27,2002,2255.8274,506.75732,1306.1135
European Union (27),OWID_EU27,2003,2248.7666,503.35837,1266.3218
European Union (27),OWID_EU27,2004,2183.8396,504.8935,1375.1455
European Union (27),OWID_EU27,2005,2152.8328,490.14108,1292.11
European Union (27),OWID_EU27,2006,2113.7695,454.20694,1275.0154
European Union (27),OWID_EU27,2007,2051.062,432.4388,1200.6735
European Union (27),OWID_EU27,2008,1945.0383,403.26834,1268.503
European Union (27),OWID_EU27,2009,1817.2467,368.75366,1176.4108
European Union (27),OWID_EU27,2010,1799.9937,354.39597,1255.6503
European Union (27),OWID_EU27,2011,1827.8954,338.83838,1174.5338
European Union (27),OWID_EU27,2012,1831.7051,325.55063,1139.4167
European Union (27),OWID_EU27,2013,1727.2512,317.5614,1139.252
European Union (27),OWID_EU27,2014,1658.2555,314.49423,999.2236
European Union (27),OWID_EU27,2015,1616.1904,303.26132,842.80865
European Union (27),OWID_EU27,2016,1519.0339,266.88626,823.56024
European Union (27),OWID_EU27,2017,1505.8618,263.1347,767.6755
European Union (27),OWID_EU27,2018,1432.2089,254.14293,689.7106
European Union (27),OWID_EU27,2019,1226.5939,234.74828,609.69073
European Union (27),OWID_EU27,2020,1019.6346,223.11713,478.5834
European Union (27),OWID_EU27,2021,1100.7244,210.38832,443.20322
European Union (27),OWID_EU27,2022,1123.109,194.80177,408.33136
European Union (27),OWID_EU27,2023,920.73615,185.3406,344.66293
European Union (27),OWID_EU27,2024,821.77423,186.72887,331.22427
European Union (27),OWID_EU27,2025,787.47906,183.74077,339.467
Gabon,GAB,1965,,14.71195,
Gabon,GAB,1966,,16.82861,
Gabon,GAB,1967,,40.06535,
Gabon,GAB,1968,,53.974827,
Gabon,GAB,1969,,58.46401,
Gabon,GAB,1970,,63.06949,
Gabon,GAB,1971,,67.39585,
Gabon,GAB,1972,,73.30389,
Gabon,GAB,1973,,88.35311,
Gabon,GAB,1974,,118.649254,
Gabon,GAB,1975,,131.59344,
Gabon,GAB,1976,,131.69812,
Gabon,GAB,1977,,131.03522,
Gabon,GAB,1978,,123.27801,
Gabon,GAB,1979,,113.950745,
Gabon,GAB,1980,,103.44885,
Gabon,GAB,1981,,88.99276,
Gabon,GAB,1982,,90.62096,
Gabon,GAB,1983,,91.51647,
Gabon,GAB,1984,,101.52989,
Gabon,GAB,1985,,100.32038,
Gabon,GAB,1986,,96.47085,
Gabon,GAB,1987,,89.88827,
Gabon,GAB,1988,,103.41396,
Gabon,GAB,1989,,118.94001,
Gabon,GAB,1990,,156.92358,
Gabon,GAB,1991,,171.05405,
Gabon,GAB,1992,,168.07675,
Gabon,GAB,1993,,177.04349,
Gabon,GAB,1994,,195.81432,
Gabon,GAB,1995,,206.50229,
Gabon,GAB,1996,,212.2475,
Gabon,GAB,1997,,211.59622,
Gabon,GAB,1998,,195.94223,
Gabon,GAB,1999,,197.41925,
Gabon,GAB,2000,,160.71355,
Gabon,GAB,2001,,152.14458,
Gabon,GAB,2002,,148.66035,
Gabon,GAB,2003,,159.11304,
Gabon,GAB,2004,,158.96667,
Gabon,GAB,2005,,156.9819,
Gabon,GAB,2006,,140.49571,
Gabon,GAB,2007,,142.59535,
Gabon,GAB,2008,,139.50262,
Gabon,GAB,2009,,139.94995,
Gabon,GAB,2010,,135.41739,
Gabon,GAB,2011,,137.21002,
Gabon,GAB,2012,,128.77348,
Gabon,GAB,2013,,123.92525,
Gabon,GAB,2014,,122.47349,
Gabon,GAB,2015,,124.00364,
Gabon,GAB,2016,,128.48758,
Gabon,GAB,2017,,121.986275,
Gabon,GAB,2018,,112.33555,
Gabon,GAB,2019,,126.495445,
Gabon,GAB,2020,,120.77915,
Gabon,GAB,2021,,105.20508,
Gabon,GAB,2022,,110.651505,
Gabon,GAB,2023,,129.61905,
Gabon,GAB,2024,,130.23563,
Gabon,GAB,2025,,131.81993,
Germany,DEU,1970,,,120.12975
Germany,DEU,1971,,,147.99725
Germany,DEU,1972,,,177.18575
Germany,DEU,1973,,,198.37451
Germany,DEU,1974,,,206.037
Germany,DEU,1975,,,191.252
Germany,DEU,1976,,,197.20975
Germany,DEU,1977,,,196.06601
Germany,DEU,1978,,,202.7125
Germany,DEU,1979,,,203.00475
Germany,DEU,1980,,,184.81549
Germany,DEU,1981,1731.1663,,189.32574
Germany,DEU,1982,1738.7163,,166.2025
Germany,DEU,1983,1642.8706,,183.71301
Germany,DEU,1984,1662.8279,,180.5255
Germany,DEU,1985,1728.6155,,171.077
Germany,DEU,1986,1669.0494,,140.1515
Germany,DEU,1987,1616.0663,,157.3055
Germany,DEU,1988,1603.5989,,146.38426
Germany,DEU,1989,1530.1111,,153.2025
Germany,DEU,1990,1454.1819,,150.24626
Germany,DEU,1991,1234.5308,,153.95282
Germany,DEU,1992,1135.4911,,156.15968
Germany,DEU,1993,1021.6924,,155.40355
Germany,DEU,1994,941.4317,,162.92096
Germany,DEU,1995,919.34607,,168.11719
Germany,DEU,1996,860.474,,182.06174
Germany,DEU,1997,824.1913,,178.96686
Germany,DEU,1998,756.04755,,174.86966
Germany,DEU,1999,735.9455,,186.78319
Germany,DEU,2000,706.0867,,176.6545
Germany,DEU,2001,677.5281,,178.33382
Germany,DEU,2002,679.46185,,177.86783
Germany,DEU,2003,672.2004,,185.15663
Germany,DEU,2004,679.34467,,171.33516
Germany,DEU,2005,657.9308,,165.42674
Germany,DEU,2006,620.4535,,163.4221
Germany,DEU,2007,632.8359,,149.69736
Germany,DEU,2008,582.6158,,136.35068
Germany,DEU,2009,539.80273,,127.461685
Germany,DEU,2010,533.795,,111.23992
Germany,DEU,2011,543.4825,,104.6545
Germany,DEU,2012,555.5953,,94.61372
Germany,DEU,2013,524.7561,,86.04125
Germany,DEU,2014,513.27655,,80.82743
Germany,DEU,2015,497.90945,,75.24433
Germany,DEU,2016,460.97223,,69.230415
Germany,DEU,2017,458.4445,,63.761612
Germany,DEU,2018,439.40762,,55.41774
Germany,DEU,2019,330.5278,,53.30759
Germany,DEU,2020,271.94455,,45.324203
Germany,DEU,2021,320.33334,,45.368168
Germany,DEU,2022,331.344,,42.57275
Germany,DEU,2023,254.48016,,38.061188
Germany,DEU,2024,229.32445,,36.60267
Germany,DEU,2025,213.29419,,37.37218
Greece,GRC,1981,40.44723,,
Greece,GRC,1982,42.382046,,
Greece,GRC,1983,46.24902,,
Greece,GRC,1984,50.27067,,
Greece,GRC,1985,56.265614,,
Greece,GRC,1986,58.799767,,
Greece,GRC,1987,69.42046,,
Greece,GRC,1988,73.115746,,
Greece,GRC,1989,82.81958,,
Greece,GRC,1990,82.788155,,
Greece,GRC,1991,80.28654,,
Greece,GRC,1992,81.35301,,
Greece,GRC,1993,83.306854,,
Greece,GRC,1994,85.6061,,
Greece,GRC,1995,87.34246,,
Greece,GRC,1996,83.6104,,
Greece,GRC,1997,89.62311,,
Greece,GRC,1998,94.50539,,
Greece,GRC,1999,93.4389,,
Greece,GRC,2000,95.6172,,
Greece,GRC,2001,97.59896,,
Greece,GRC,2002,99.809814,,
Greece,GRC,2003,95.086876,,
Greece,GRC,2004,99.39928,,
Greece,GRC,2005,99.29694,,
Greece,GRC,2006,95.02059,,
Greece,GRC,2007,97.56523,,
Greece,GRC,2008,94.54609,,
Greece,GRC,2009,95.08572,,
Greece,GRC,2010,85.078094,,
Greece,GRC,2011,87.28199,,
Greece,GRC,2012,93.55986,,
Greece,GRC,2013,78.25013,,
Greece,GRC,2014,74.248245,,
Greece,GRC,2015,66.00332,,
Greece,GRC,2016,46.20091,,
Greece,GRC,2017,53.11735,,
Greece,GRC,2018,49.715996,,
Greece,GRC,2019,35.90746,,
Greece,GRC,2020,18.960646,,
Greece,GRC,2021,16.737257,,
Greece,GRC,2022,19.2901,,
Greece,GRC,2023,15.25057,,
Greece,GRC,2024,9.481823,,
Greece,GRC,2025,7.9548974,,
Guyana,GUY,2019,,0.6774911,
Guyana,GUY,2020,,43.14841,
Guyana,GUY,2021,,67.70945,
Guyana,GUY,2022,,160.90018,
Guyana,GUY,2023,,226.54066,
Guyana,GUY,2024,,357.68057,
Guyana,GUY,2025,,414.51352,
High-income countries,OWID_HIC,1965,,8757.872,
High-income countries,OWID_HIC,1966,,9524.692,
High-income countries,OWID_HIC,1967,,10145.8125,
High-income countries,OWID_HIC,1968,,10852.542,
High-income countries,OWID_HIC,1969,,11315.223,
High-income countries,OWID_HIC,1970,,12299.051,7256.238
High-income countries,OWID_HIC,1971,,13207.953,7711.102
High-income countries,OWID_HIC,1972,,14336.204,8045.7036
High-income countries,OWID_HIC,1973,,15442.027,8309.3
High-income countries,OWID_HIC,1974,,15399.278,8259.518
High-income countries,OWID_HIC,1975,,14012.979,7968.2827
High-income countries,OWID_HIC,1976,,15150.71,8087.5986
High-income countries,OWID_HIC,1977,,15790.795,8258.002
High-income countries,OWID_HIC,1978,,15754.093,8299.086
High-income countries,OWID_HIC,1979,,17074.635,8659.142
High-income countries,OWID_HIC,1980,,16808.79,8564.128
High-income countries,OWID_HIC,1981,11163.188,16252.221,8494.545
High-income countries,OWID_HIC,1982,11483.287,14173.211,8062.4805
High-income countries,OWID_HIC,1983,11056.567,13398.227,7623.5884
High-income countries,OWID_HIC,1984,11424.959,13695.906,8195.659
High-income countries,OWID_HIC,1985,14072.213,19552.34,12342.022
High-income countries,OWID_HIC,1986,14327.721,20721.027,12626.15
High-income countries,OWID_HIC,1987,14489.681,20253.926,13305.397
High-income countries,OWID_HIC,1988,14736.445,21086.857,13930.725
High-income countries,OWID_HIC,1989,14710.29,20670.219,14403.344
High-income countries,OWID_HIC,1990,14502.397,20942.316,14920.317
High-income countries,OWID_HIC,1991,13832.571,21229.537,15021.197
High-income countries,OWID_HIC,1992,13571.175,21487.295,15252.637
High-income countries,OWID_HIC,1993,12748.835,21287.385,15385.038
High-income countries,OWID_HIC,1994,12864.923,21448.672,15727.341
High-income countries,OWID_HIC,1995,12885.831,21549.188,15807.828
High-income countries,OWID_HIC,1996,12997.885,21876.393,16402.826
High-income countries,OWID_HIC,1997,13198.945,22014.594,16241.906
High-income countries,OWID_HIC,1998,13017.101,22107.613,16159.965
High-income countries,OWID_HIC,1999,12855.6875,21355.525,16783.527
High-income countries,OWID_HIC,2000,12667.778,22392.23,17108.104
High-income countries,OWID_HIC,2001,13124.074,22309.045,17432.662
High-income countries,OWID_HIC,2002,12796.827,22009.291,17570.26
High-income countries,OWID_HIC,2003,12759.766,23512.67,18045.533
High-income countries,OWID_HIC,2004,13066.344,24289.424,18341.197
High-income countries,OWID_HIC,2005,13203.947,24392.596,18421.6
High-income countries,OWID_HIC,2006,13421.145,24401.367,18830.984
High-income countries,OWID_HIC,2007,13405.301,24132.127,19008.709
High-income countries,OWID_HIC,2008,13554.514,24341.457,19599.23
High-income countries,OWID_HIC,2009,12784.81,23558.824,18793.207
High-income countries,OWID_HIC,2010,13091.034,23987.44,20164.812
High-income countries,OWID_HIC,2011,13189.192,25250.387,20923.39
High-income countries,OWID_HIC,2012,13137.716,26458.812,21376.305
High-income countries,OWID_HIC,2013,13088.118,27058.715,21676.025
High-income countries,OWID_HIC,2014,13367.582,28226.672,21942.586
High-income countries,OWID_HIC,2015,12727.252,29331.373,22466.469
High-income countries,OWID_HIC,2016,11787.512,29610.885,22658.553
High-income countries,OWID_HIC,2017,12061.769,29597.043,23503.277
High-income countries,OWID_HIC,2018,12293.49,31283.426,24974.814
High-income countries,OWID_HIC,2019,11876.766,32094.803,25993.385
High-income countries,OWID_HIC,2020,10134.483,30366.46,25347.906
High-income countries,OWID_HIC,2021,10621.086,30597.918,26247.297
High-income countries,OWID_HIC,2022,10565.637,32483.816,26280.473
High-income countries,OWID_HIC,2023,10268.776,32610.576,26276.729
High-income countries,OWID_HIC,2024,9857.319,32715.926,26951.605
High-income countries,OWID_HIC,2025,9715.383,33664.03,27318.904
Hungary,HUN,1981,83.507416,,
Hungary,HUN,1982,83.701775,,
Hungary,HUN,1983,80.292694,,
Hungary,HUN,1984,78.43279,,
Hungary,HUN,1985,76.24481,,
Hungary,HUN,1986,72.13165,,
Hungary,HUN,1987,71.60768,,
Hungary,HUN,1988,65.99191,,
Hungary,HUN,1989,63.114994,,
Hungary,HUN,1990,57.0943,,
Hungary,HUN,1991,55.172295,,
Hungary,HUN,1992,50.173683,,
Hungary,HUN,1993,43.224224,,
Hungary,HUN,1994,41.212894,,
Hungary,HUN,1995,41.927776,,
Hungary,HUN,1996,44.78288,,
Hungary,HUN,1997,46.77155,,
Hungary,HUN,1998,42.749775,,
Hungary,HUN,1999,39.516582,,
Hungary,HUN,2000,38.56221,,
Hungary,HUN,2001,35.136055,,
Hungary,HUN,2002,34.42073,,
Hungary,HUN,2003,35.545143,,
Hungary,HUN,2004,27.068296,,
Hungary,HUN,2005,20.330936,,
Hungary,HUN,2006,20.429245,,
Hungary,HUN,2007,20.617804,,
Hungary,HUN,2008,19.696161,,
Hungary,HUN,2009,18.096804,,
Hungary,HUN,2010,18.529766,,
Hungary,HUN,2011,19.136538,,
Hungary,HUN,2012,18.683224,,
Hungary,HUN,2013,18.744303,,
Hungary,HUN,2014,18.467918,,
Hungary,HUN,2015,17.657642,,
Hungary,HUN,2016,17.008642,,
Hungary,HUN,2017,14.92314,,
Hungary,HUN,2018,13.27083,,
Hungary,HUN,2019,11.554312,,
Hungary,HUN,2020,10.846358,,
Hungary,HUN,2021,8.990874,,
Hungary,HUN,2022,9.058839,,
Hungary,HUN,2023,7.720959,,
Hungary,HUN,2024,7.403972,,
Hungary,HUN,2025,4.0577493,,
India,IND,1965,,35.145863,
India,IND,1966,,54.04461,
India,IND,1967,,65.90721,
India,IND,1968,,68.07039,
India,IND,1969,,78.18849,
India,IND,1970,,79.18867,6.3284664
India,IND,1971,,83.56155,6.706219
India,IND,1972,,85.74799,7.3559065
India,IND,1973,,83.71274,7.336656
India,IND,1974,,87.108696,8.303968
India,IND,1975,,96.33129,10.630813
India,IND,1976,,100.70418,12.914344
India,IND,1977,,118.45155,13.792624
India,IND,1978,,131.08173,15.404812
India,IND,1979,,149.31757,19.158562
India,IND,1980,,109.31037,11.331031
India,IND,1981,741.7438,174.15926,19.781782
India,IND,1982,734.24493,231.21603,25.934563
India,IND,1983,776.837,294.8903,30.857752
India,IND,1984,815.0646,327.8962,35.340595
India,IND,1985,841.7091,351.24927,43.228283
India,IND,1986,905.42584,367.76385,60.40024
India,IND,1987,992.4843,356.85492,69.577
India,IND,1988,1055.1355,375.48618,81.50488
India,IND,1989,1147.4272,400.64188,96.904594
India,IND,1990,1236.1667,397.40875,115.92735
India,IND,1991,1321.8241,374.25342,129.10802
India,IND,1992,1395.0984,339.4332,144.34691
India,IND,1993,1441.3691,324.18625,146.67085
India,IND,1994,1466.0952,376.55612,158.56918
India,IND,1995,1547.9033,426.2046,180.77829
India,IND,1996,1658.9543,404.724,197.31721
India,IND,1997,1713.9055,413.85355,214.52634
India,IND,1998,1703.4462,403.50284,235.42874
India,IND,1999,1666.2043,402.5608,241.23369
India,IND,2000,1771.1918,397.32733,253.62694
India,IND,2001,1793.7572,397.4785,254.27748
India,IND,2002,1873.2715,409.86447,265.54413
India,IND,2003,1954.7339,411.56244,284.26898
India,IND,2004,2110.9717,422.57605,281.37762
India,IND,2005,2207.1597,406.17773,285.12137
India,IND,2006,2303.6853,419.20334,281.8681
India,IND,2007,2446.755,423.80884,289.64514
India,IND,2008,2647.5125,439.5326,293.9186
India,IND,2009,2857.771,441.89346,361.4994
India,IND,2010,2937.1091,479.662,474.29187
India,IND,2011,2915.2168,498.74335,429.33395
India,IND,2012,2966.2107,494.85077,372.67825
India,IND,2013,2974.1167,490.85788,310.6313
India,IND,2014,3133.7236,484.2957,293.5522
India,IND,2015,3268.103,478.8405,281.4278
India,IND,2016,3301.831,472.0089,265.82315
India,IND,2017,3329.753,470.28488,276.93326
India,IND,2018,3555.3447,459.93576,274.91486
India,IND,2019,3498.8784,435.97647,269.05524
India,IND,2020,3497.081,408.77762,237.60626
India,IND,2021,3716.6062,395.41418,285.38812
India,IND,2022,4180.3755,384.05682,298.0193
India,IND,2023,4674.3823,378.58463,315.8549
India,IND,2024,4990.1763,376.88736,323.71182
India,IND,2025,4991.563,370.6685,311.6532
Indonesia,IDN,1965,,285.34518,
Indonesia,IDN,1966,,278.29962,
Indonesia,IDN,1967,,299.4363,
Indonesia,IDN,1968,,352.65442,
Indonesia,IDN,1969,,376.93747,
Indonesia,IDN,1970,,501.40903,12.7890005
Indonesia,IDN,1971,,523.72,15.224999
Indonesia,IDN,1972,,636.4264,11.27665
Indonesia,IDN,1973,,785.5799,17.4783
Indonesia,IDN,1974,,807.3037,18.0467
Indonesia,IDN,1975,,766.7918,23.6495
Indonesia,IDN,1976,,885.34705,23.852499
Indonesia,IDN,1977,,987.813,57.449
Indonesia,IDN,1978,,954.87695,110.432
Indonesia,IDN,1979,,925.10754,160.167
Indonesia,IDN,1980,,919.1779,187.87651
Indonesia,IDN,1981,2.7412376,929.9591,190.5155
Indonesia,IDN,1982,4.0433254,774.3697,193.662
Indonesia,IDN,1983,4.454511,822.0525,220.9655
Indonesia,IDN,1984,10.074048,870.9995,297.9025
Indonesia,IDN,1985,13.706187,771.53186,327.84497
Indonesia,IDN,1986,17.749512,818.39996,341.14148
Indonesia,IDN,1987,20.764874,812.057,364.4865
Indonesia,IDN,1988,30.770391,782.5798,398.083
Indonesia,IDN,1989,59.621918,833.06067,418.789
Indonesia,IDN,1990,73.5337,865.6619,445.39825
Indonesia,IDN,1991,94.84682,942.0945,489.0921
Indonesia,IDN,1992,153.23518,892.374,518.31085
Indonesia,IDN,1993,189.00833,893.77747,538.47565
Indonesia,IDN,1994,225.2612,894.8168,613.5329
Indonesia,IDN,1995,286.73343,889.1665,616.30426
Indonesia,IDN,1996,345.05328,892.3267,649.38776
Indonesia,IDN,1997,375.68658,880.5205,666.68976
Indonesia,IDN,1998,426.46802,862.9521,655.5651
Indonesia,IDN,1999,504.93594,797.86676,710.88837
Indonesia,IDN,2000,527.9636,835.15326,706.84424
Indonesia,IDN,2001,634.1885,792.87384,686.26495
Indonesia,IDN,2002,708.12396,736.5128,755.9024
Indonesia,IDN,2003,783.1579,670.43884,791.5684
Indonesia,IDN,2004,907.42126,646.04767,756.94684
Indonesia,IDN,2005,1047.9841,624.7098,762.6978
Indonesia,IDN,2006,1308.1743,584.1274,753.971
Indonesia,IDN,2007,1472.8837,556.3172,725.79126
Indonesia,IDN,2008,1644.7201,574.8375,748.29944
Indonesia,IDN,2009,1721.6206,562.9781,819.0661
Indonesia,IDN,2010,1759.6871,565.4801,831.86194
Indonesia,IDN,2011,2203.6328,538.5468,894.3392
Indonesia,IDN,2012,2376.853,518.4984,942.41003
Indonesia,IDN,2013,2901.0986,492.70227,827.2839
Indonesia,IDN,2014,2820.6782,476.3889,871.55084
Indonesia,IDN,2015,2829.951,471.94174,866.4775
